user_id,timestamp,activity_type,resource,device,location
user_1,2025-07-26 12:59:42.850956,login,HR_Files,Workstation-05,Hyderabad
user_1,2025-07-22 03:20:42.850956,email_send,R&D_Repo,Mobile-02,Chennai
user_1,2025-07-16 11:53:42.850956,email_send,Server2,Mobile-02,Chennai
user_1,2025-07-02 07:05:42.850956,file_access,R&D_Repo,Laptop-01,Bangalore
user_1,2025-07-19 06:03:42.850956,usb_connect,Server2,Mobile-02,Bangalore
user_1,2025-07-17 18:44:42.850956,email_send,SharedDrive,Workstation-05,Chennai
user_1,2025-07-11 10:23:42.850956,usb_connect,Server2,Desktop-04,Delhi
user_1,2025-07-21 09:07:42.850956,email_send,Server2,Workstation-05,Bangalore
user_1,2025-07-17 09:00:42.850956,email_send,SharedDrive,Desktop-04,Delhi
user_1,2025-07-19 03:49:42.850956,usb_connect,Server2,Mobile-02,Hyderabad
user_1,2025-07-07 23:48:42.850956,email_send,HR_Files,Laptop-01,Kolkata
user_1,2025-07-27 17:05:42.850956,file_access,R&D_Repo,Workstation-05,Delhi
user_1,2025-07-07 00:44:42.850956,usb_connect,HR_Files,Tablet-03,Chennai
user_1,2025-07-17 23:20:42.850956,file_access,Server2,Laptop-01,Delhi
user_1,2025-07-18 07:09:42.850956,file_access,HR_Files,Laptop-01,Bangalore
user_1,2025-07-31 14:16:42.850956,login,FinanceDB,Laptop-01,Chennai
user_1,2025-07-29 12:17:42.850956,login,SharedDrive,Workstation-05,Chennai
user_1,2025-07-30 02:15:42.850956,usb_connect,HR_Files,Laptop-01,Bangalore
user_1,2025-07-21 07:27:42.850956,login,Server1,Mobile-02,Hyderabad
user_1,2025-07-08 03:09:42.850956,login,Server1,Desktop-04,Delhi
user_1,2025-07-23 05:08:42.850956,file_access,SharedDrive,Desktop-04,Bangalore
user_1,2025-07-13 16:46:42.850956,file_access,SharedDrive,Desktop-04,Chennai
user_10,2025-07-11 22:04:42.850956,login,FinanceDB,Tablet-03,Hyderabad
user_10,2025-07-31 18:25:42.850956,email_send,FinanceDB,Laptop-01,Kolkata
user_10,2025-07-15 13:33:42.850956,login,SharedDrive,Laptop-01,Chennai
user_10,2025-07-03 21:04:42.850956,file_access,Server2,Laptop-01,Hyderabad
user_10,2025-07-09 18:15:42.850956,email_send,FinanceDB,Mobile-02,Delhi
user_10,2025-07-16 20:32:42.850956,file_access,R&D_Repo,Mobile-02,Kolkata
user_10,2025-07-18 21:33:42.850956,usb_connect,SharedDrive,Tablet-03,Chennai
user_10,2025-07-05 21:30:42.850956,usb_connect,Server1,Mobile-02,Chennai
user_10,2025-07-11 04:02:42.850956,login,SharedDrive,Workstation-05,Delhi
user_10,2025-07-08 03:12:42.850956,email_send,Server2,Desktop-04,Delhi
user_10,2025-07-17 23:01:42.850956,login,Server1,Tablet-03,Kolkata
user_10,2025-07-17 07:59:42.850956,email_send,SharedDrive,Desktop-04,Hyderabad
user_10,2025-07-18 01:29:42.850956,usb_connect,SharedDrive,Laptop-01,Kolkata
user_10,2025-07-16 13:04:42.850956,email_send,R&D_Repo,Laptop-01,Chennai
user_10,2025-07-15 11:01:42.850956,usb_connect,SharedDrive,Laptop-01,Delhi
user_10,2025-07-13 02:20:42.850956,file_access,FinanceDB,Tablet-03,Chennai
user_10,2025-07-16 19:07:42.850956,usb_connect,R&D_Repo,Desktop-04,Bangalore
user_10,2025-07-18 11:41:42.850956,file_access,HR_Files,Workstation-05,Kolkata
user_10,2025-07-02 23:24:42.850956,email_send,HR_Files,Workstation-05,Kolkata
user_10,2025-07-29 15:21:42.850956,email_send,Server2,Laptop-01,Delhi
user_10,2025-07-31 03:52:42.850956,login,R&D_Repo,Workstation-05,Hyderabad
user_10,2025-07-19 06:52:42.850956,login,Server1,Tablet-03,Bangalore
user_10,2025-07-23 22:51:42.850956,email_send,R&D_Repo,Tablet-03,Kolkata
user_10,2025-07-07 23:57:42.850956,file_access,Server2,Workstation-05,Kolkata
user_10,2025-07-07 21:54:42.850956,usb_connect,Server2,Desktop-04,Delhi
user_10,2025-07-28 00:41:42.850956,usb_connect,R&D_Repo,Mobile-02,Kolkata
user_10,2025-07-20 12:32:42.850956,file_access,SharedDrive,Workstation-05,Chennai
user_10,2025-07-09 05:52:42.850956,usb_connect,Server2,Mobile-02,Delhi
user_10,2025-07-20 16:36:42.850956,email_send,Server1,Laptop-01,Delhi
user_10,2025-07-30 15:09:42.850956,email_send,R&D_Repo,Mobile-02,Hyderabad
user_10,2025-07-24 19:36:42.850956,usb_connect,Server2,Mobile-02,Kolkata
user_10,2025-07-31 01:14:42.850956,usb_connect,Server2,Laptop-01,Delhi
user_10,2025-07-07 21:24:42.850956,email_send,SharedDrive,Mobile-02,Delhi
user_10,2025-07-15 18:55:42.850956,file_access,FinanceDB,Workstation-05,Hyderabad
user_10,2025-07-18 01:51:42.850956,file_access,Server1,Tablet-03,Kolkata
user_10,2025-07-04 03:41:42.850956,login,Server2,Mobile-02,Bangalore
user_10,2025-07-09 02:24:42.850956,file_access,Server2,Mobile-02,Delhi
user_10,2025-07-05 10:34:42.850956,email_send,Server1,Laptop-01,Delhi
user_10,2025-07-21 03:33:42.850956,usb_connect,R&D_Repo,Desktop-04,Bangalore
user_10,2025-07-11 23:37:42.850956,login,HR_Files,Mobile-02,Chennai
user_10,2025-07-20 23:21:42.850956,file_access,R&D_Repo,Laptop-01,Chennai
user_10,2025-07-24 11:33:42.850956,email_send,HR_Files,Desktop-04,Kolkata
user_10,2025-07-30 14:45:42.850956,usb_connect,FinanceDB,Mobile-02,Bangalore
user_10,2025-07-17 20:38:42.850956,email_send,HR_Files,Desktop-04,Hyderabad
user_10,2025-07-12 16:12:42.850956,usb_connect,R&D_Repo,Desktop-04,Bangalore
user_10,2025-07-03 05:24:42.850956,usb_connect,HR_Files,Mobile-02,Bangalore
user_10,2025-07-05 00:15:42.850956,file_access,HR_Files,Laptop-01,Hyderabad
user_10,2025-07-30 16:40:42.850956,usb_connect,Server1,Desktop-04,Delhi
user_10,2025-07-09 16:23:42.850956,file_access,SharedDrive,Mobile-02,Hyderabad
user_10,2025-07-10 22:43:42.850956,usb_connect,SharedDrive,Mobile-02,Bangalore
user_11,2025-07-31 01:52:42.850956,file_access,SharedDrive,Laptop-01,Kolkata
user_11,2025-07-09 05:58:42.850956,email_send,FinanceDB,Mobile-02,Delhi
user_11,2025-07-11 10:34:42.850956,usb_connect,SharedDrive,Laptop-01,Chennai
user_11,2025-07-19 16:28:42.850956,usb_connect,FinanceDB,Desktop-04,Chennai
user_11,2025-07-17 05:55:42.850956,usb_connect,FinanceDB,Mobile-02,Bangalore
user_11,2025-07-29 19:03:42.850956,file_access,R&D_Repo,Laptop-01,Hyderabad
user_11,2025-07-15 15:30:42.850956,file_access,Server2,Workstation-05,Chennai
user_11,2025-07-24 14:24:42.850956,file_access,R&D_Repo,Workstation-05,Kolkata
user_11,2025-07-31 05:20:42.850956,file_access,R&D_Repo,Desktop-04,Delhi
user_11,2025-07-11 14:47:42.850956,login,R&D_Repo,Tablet-03,Kolkata
user_11,2025-07-27 11:40:42.850956,email_send,Server1,Mobile-02,Kolkata
user_11,2025-07-06 22:59:42.850956,email_send,HR_Files,Mobile-02,Chennai
user_11,2025-07-22 22:04:42.850956,file_access,Server2,Workstation-05,Delhi
user_11,2025-07-05 00:43:42.850956,file_access,HR_Files,Mobile-02,Hyderabad
user_11,2025-07-28 09:48:42.850956,file_access,Server2,Workstation-05,Kolkata
user_11,2025-07-22 23:11:42.850956,login,Server1,Tablet-03,Delhi
user_11,2025-07-23 18:44:42.850956,email_send,FinanceDB,Desktop-04,Chennai
user_11,2025-07-16 17:50:42.850956,login,Server1,Laptop-01,Bangalore
user_11,2025-07-30 19:44:42.850956,login,Server1,Mobile-02,Delhi
user_11,2025-07-10 14:12:42.850956,login,Server1,Desktop-04,Kolkata
user_11,2025-07-24 21:42:42.850956,email_send,SharedDrive,Mobile-02,Kolkata
user_11,2025-07-15 09:39:42.850956,email_send,Server2,Desktop-04,Delhi
user_11,2025-08-01 05:45:42.850956,file_access,HR_Files,Workstation-05,Delhi
user_11,2025-07-16 15:41:42.850956,file_access,HR_Files,Desktop-04,Chennai
user_11,2025-08-01 04:38:42.850956,email_send,Server2,Workstation-05,Delhi
user_11,2025-07-16 23:42:42.850956,file_access,Server2,Laptop-01,Bangalore
user_11,2025-07-16 04:31:42.850956,usb_connect,Server1,Tablet-03,Delhi
user_11,2025-07-10 19:56:42.850956,email_send,FinanceDB,Desktop-04,Chennai
user_11,2025-07-09 00:16:42.850956,usb_connect,Server1,Tablet-03,Delhi
user_11,2025-07-15 10:25:42.850956,login,FinanceDB,Workstation-05,Bangalore
user_11,2025-07-28 09:21:42.850956,email_send,R&D_Repo,Desktop-04,Bangalore
user_11,2025-07-02 17:46:42.850956,email_send,SharedDrive,Mobile-02,Kolkata
user_11,2025-07-31 17:18:42.850956,login,SharedDrive,Laptop-01,Bangalore
user_11,2025-07-05 11:27:42.850956,email_send,Server1,Workstation-05,Kolkata
user_11,2025-07-24 23:56:42.850956,usb_connect,Server1,Workstation-05,Hyderabad
user_11,2025-07-12 04:01:42.850956,email_send,SharedDrive,Workstation-05,Delhi
user_11,2025-07-20 20:41:42.850956,file_access,SharedDrive,Mobile-02,Delhi
user_11,2025-07-03 16:12:42.850956,email_send,Server2,Workstation-05,Chennai
user_11,2025-07-07 13:12:42.850956,file_access,Server1,Mobile-02,Kolkata
user_11,2025-07-19 18:41:42.850956,usb_connect,SharedDrive,Laptop-01,Bangalore
user_11,2025-07-28 15:18:42.850956,login,Server1,Desktop-04,Bangalore
user_11,2025-07-04 23:06:42.850956,email_send,R&D_Repo,Workstation-05,Bangalore
user_11,2025-07-06 06:10:42.850956,email_send,R&D_Repo,Laptop-01,Hyderabad
user_11,2025-07-06 04:17:42.850956,login,R&D_Repo,Laptop-01,Kolkata
user_11,2025-07-31 11:08:42.850956,login,Server2,Laptop-01,Chennai
user_11,2025-07-18 12:36:42.850956,email_send,Server2,Desktop-04,Delhi
user_11,2025-07-06 18:21:42.850956,email_send,Server1,Workstation-05,Hyderabad
user_11,2025-07-13 09:36:42.850956,file_access,SharedDrive,Desktop-04,Chennai
user_11,2025-07-22 11:27:42.850956,usb_connect,FinanceDB,Workstation-05,Hyderabad
user_11,2025-07-16 04:37:42.850956,usb_connect,Server1,Tablet-03,Chennai
user_12,2025-07-28 22:06:42.850956,login,R&D_Repo,Desktop-04,Hyderabad
user_12,2025-07-13 08:56:42.850956,usb_connect,Server2,Workstation-05,Kolkata
user_12,2025-07-25 03:51:42.850956,email_send,HR_Files,Laptop-01,Hyderabad
user_12,2025-07-08 09:02:42.850956,file_access,HR_Files,Tablet-03,Kolkata
user_12,2025-07-25 10:59:42.850956,usb_connect,HR_Files,Desktop-04,Kolkata
user_12,2025-07-16 21:31:42.850956,login,HR_Files,Workstation-05,Chennai
user_12,2025-07-23 07:33:42.850956,usb_connect,HR_Files,Desktop-04,Bangalore
user_12,2025-07-30 08:48:42.850956,usb_connect,Server2,Mobile-02,Chennai
user_12,2025-07-28 18:29:42.850956,file_access,Server2,Laptop-01,Chennai
user_12,2025-07-12 16:31:42.850956,login,R&D_Repo,Laptop-01,Kolkata
user_12,2025-07-28 23:40:42.850956,email_send,SharedDrive,Tablet-03,Kolkata
user_12,2025-07-12 16:53:42.850956,file_access,HR_Files,Workstation-05,Kolkata
user_12,2025-07-29 03:53:42.850956,login,FinanceDB,Tablet-03,Chennai
user_12,2025-07-21 12:55:42.850956,login,HR_Files,Desktop-04,Delhi
user_12,2025-07-27 20:00:42.850956,usb_connect,R&D_Repo,Workstation-05,Delhi
user_12,2025-07-04 14:39:42.850956,file_access,R&D_Repo,Mobile-02,Delhi
user_12,2025-07-19 17:58:42.850956,file_access,HR_Files,Mobile-02,Delhi
user_12,2025-08-01 18:26:42.850956,usb_connect,HR_Files,Desktop-04,Chennai
user_12,2025-07-09 18:35:42.850956,file_access,HR_Files,Tablet-03,Kolkata
user_12,2025-07-10 16:19:42.850956,email_send,SharedDrive,Laptop-01,Bangalore
user_12,2025-07-20 01:27:42.850956,usb_connect,FinanceDB,Mobile-02,Chennai
user_12,2025-07-15 17:42:42.850956,usb_connect,SharedDrive,Mobile-02,Delhi
user_12,2025-07-13 06:44:42.850956,usb_connect,Server2,Workstation-05,Delhi
user_12,2025-07-14 19:11:42.850956,login,SharedDrive,Desktop-04,Hyderabad
user_12,2025-07-24 07:55:42.850956,email_send,R&D_Repo,Workstation-05,Kolkata
user_12,2025-07-25 09:34:42.850956,file_access,Server1,Mobile-02,Bangalore
user_12,2025-07-19 12:25:42.850956,login,Server1,Tablet-03,Kolkata
user_12,2025-07-17 19:34:42.850956,usb_connect,HR_Files,Mobile-02,Hyderabad
user_12,2025-07-24 22:12:42.850956,usb_connect,SharedDrive,Laptop-01,Delhi
user_12,2025-07-22 17:20:42.850956,file_access,R&D_Repo,Tablet-03,Hyderabad
user_12,2025-07-23 12:06:42.850956,email_send,FinanceDB,Workstation-05,Bangalore
user_12,2025-07-21 17:38:42.850956,file_access,HR_Files,Mobile-02,Bangalore
user_12,2025-07-30 20:59:42.850956,email_send,HR_Files,Laptop-01,Chennai
user_12,2025-08-01 03:13:42.850956,usb_connect,Server2,Workstation-05,Chennai
user_12,2025-07-20 08:57:42.850956,email_send,Server2,Mobile-02,Chennai
user_12,2025-08-01 15:50:42.850956,usb_connect,FinanceDB,Tablet-03,Chennai
user_12,2025-07-02 02:01:42.850956,usb_connect,R&D_Repo,Tablet-03,Kolkata
user_12,2025-07-29 06:24:42.850956,usb_connect,Server2,Laptop-01,Kolkata
user_12,2025-07-13 02:23:42.850956,usb_connect,Server2,Workstation-05,Kolkata
user_12,2025-07-28 01:54:42.850956,login,Server2,Laptop-01,Hyderabad
user_12,2025-07-25 01:19:42.850956,login,HR_Files,Workstation-05,Chennai
user_12,2025-07-06 07:33:42.850956,login,Server1,Mobile-02,Bangalore
user_12,2025-07-17 10:03:42.850956,login,R&D_Repo,Desktop-04,Delhi
user_12,2025-07-24 05:29:42.850956,file_access,Server1,Mobile-02,Chennai
user_12,2025-07-14 05:11:42.850956,usb_connect,HR_Files,Mobile-02,Delhi
user_12,2025-07-12 16:41:42.850956,usb_connect,FinanceDB,Mobile-02,Kolkata
user_12,2025-08-01 01:36:42.850956,login,FinanceDB,Mobile-02,Chennai
user_12,2025-07-16 05:57:42.850956,usb_connect,R&D_Repo,Desktop-04,Hyderabad
user_12,2025-07-06 03:13:42.850956,login,Server1,Mobile-02,Bangalore
user_12,2025-08-01 08:58:42.850956,file_access,HR_Files,Desktop-04,Bangalore
user_13,2025-07-30 23:46:42.850956,email_send,Server2,Tablet-03,Kolkata
user_13,2025-07-31 15:00:42.850956,usb_connect,Server1,Mobile-02,Hyderabad
user_13,2025-07-11 21:05:42.850956,login,FinanceDB,Desktop-04,Chennai
user_13,2025-07-22 03:33:42.850956,file_access,FinanceDB,Desktop-04,Delhi
user_13,2025-07-09 04:42:42.850956,usb_connect,HR_Files,Laptop-01,Kolkata
user_13,2025-07-19 13:29:42.850956,usb_connect,SharedDrive,Desktop-04,Hyderabad
user_13,2025-08-01 15:28:42.850956,file_access,FinanceDB,Desktop-04,Delhi
user_13,2025-07-26 00:30:42.850956,usb_connect,Server2,Mobile-02,Hyderabad
user_13,2025-07-16 05:37:42.850956,file_access,FinanceDB,Desktop-04,Hyderabad
user_13,2025-07-26 21:38:42.850956,file_access,R&D_Repo,Laptop-01,Delhi
user_13,2025-07-29 21:30:42.850956,email_send,Server2,Tablet-03,Bangalore
user_13,2025-07-05 21:10:42.850956,file_access,FinanceDB,Mobile-02,Hyderabad
user_13,2025-07-17 14:44:42.850956,file_access,Server1,Mobile-02,Bangalore
user_13,2025-07-03 20:30:42.850956,login,Server2,Tablet-03,Chennai
user_13,2025-07-29 12:45:42.850956,email_send,Server1,Laptop-01,Kolkata
user_13,2025-07-04 21:50:42.850956,login,HR_Files,Laptop-01,Hyderabad
user_13,2025-07-10 04:38:42.850956,usb_connect,R&D_Repo,Mobile-02,Bangalore
user_13,2025-07-31 07:43:42.850956,usb_connect,Server1,Tablet-03,Hyderabad
user_13,2025-07-13 22:56:42.850956,login,Server1,Laptop-01,Delhi
user_13,2025-07-17 03:55:42.850956,usb_connect,Server1,Laptop-01,Kolkata
user_13,2025-07-15 22:33:42.850956,file_access,SharedDrive,Desktop-04,Delhi
user_13,2025-07-18 07:46:42.850956,login,HR_Files,Laptop-01,Chennai
user_13,2025-07-19 07:41:42.850956,file_access,R&D_Repo,Mobile-02,Kolkata
user_13,2025-07-13 23:55:42.850956,file_access,R&D_Repo,Tablet-03,Bangalore
user_13,2025-07-14 17:20:42.850956,file_access,Server1,Mobile-02,Kolkata
user_13,2025-07-09 20:54:42.850956,email_send,HR_Files,Desktop-04,Hyderabad
user_13,2025-07-03 07:21:42.850956,email_send,Server2,Laptop-01,Kolkata
user_13,2025-07-26 20:05:42.850956,email_send,Server1,Laptop-01,Delhi
user_13,2025-07-09 23:13:42.850956,file_access,R&D_Repo,Workstation-05,Chennai
user_13,2025-07-03 06:58:42.850956,login,FinanceDB,Tablet-03,Kolkata
user_13,2025-07-19 10:52:42.850956,login,SharedDrive,Mobile-02,Chennai
user_13,2025-07-12 04:20:42.850956,email_send,SharedDrive,Mobile-02,Delhi
user_13,2025-07-07 03:04:42.851955,login,R&D_Repo,Mobile-02,Kolkata
user_13,2025-07-07 18:44:42.851955,email_send,FinanceDB,Tablet-03,Kolkata
user_13,2025-07-24 20:18:42.851955,email_send,FinanceDB,Workstation-05,Delhi
user_13,2025-07-09 11:36:42.851955,file_access,R&D_Repo,Tablet-03,Hyderabad
user_13,2025-07-29 14:44:42.851955,email_send,FinanceDB,Mobile-02,Bangalore
user_13,2025-07-14 15:44:42.851955,login,FinanceDB,Desktop-04,Chennai
user_13,2025-07-16 20:13:42.851955,usb_connect,Server2,Workstation-05,Kolkata
user_13,2025-07-30 03:42:42.851955,email_send,Server2,Laptop-01,Hyderabad
user_13,2025-07-06 15:16:42.851955,email_send,FinanceDB,Mobile-02,Delhi
user_13,2025-07-30 11:11:42.851955,file_access,HR_Files,Mobile-02,Kolkata
user_13,2025-07-26 20:31:42.851955,usb_connect,SharedDrive,Mobile-02,Delhi
user_13,2025-07-09 08:16:42.851955,login,HR_Files,Laptop-01,Kolkata
user_13,2025-07-19 07:21:42.851955,login,HR_Files,Desktop-04,Hyderabad
user_13,2025-07-04 02:47:42.851955,email_send,R&D_Repo,Desktop-04,Chennai
user_13,2025-07-05 13:42:42.851955,email_send,SharedDrive,Tablet-03,Chennai
user_13,2025-07-21 02:36:42.851955,file_access,FinanceDB,Tablet-03,Hyderabad
user_13,2025-07-12 02:52:42.851955,login,Server2,Mobile-02,Chennai
user_13,2025-07-02 10:44:42.851955,login,R&D_Repo,Laptop-01,Chennai
user_14,2025-07-14 18:54:42.851955,usb_connect,Server2,Laptop-01,Delhi
user_14,2025-07-03 04:02:42.851955,login,HR_Files,Tablet-03,Kolkata
user_14,2025-07-19 20:52:42.851955,usb_connect,SharedDrive,Tablet-03,Bangalore
user_14,2025-07-05 22:15:42.851955,usb_connect,R&D_Repo,Tablet-03,Chennai
user_14,2025-07-03 20:41:42.851955,usb_connect,SharedDrive,Workstation-05,Delhi
user_14,2025-07-24 05:19:42.851955,login,FinanceDB,Tablet-03,Bangalore
user_14,2025-07-04 20:56:42.851955,email_send,FinanceDB,Laptop-01,Bangalore
user_14,2025-07-29 09:51:42.851955,email_send,R&D_Repo,Workstation-05,Chennai
user_14,2025-07-13 00:25:42.851955,email_send,Server2,Tablet-03,Kolkata
user_14,2025-07-06 15:37:42.851955,usb_connect,SharedDrive,Laptop-01,Bangalore
user_14,2025-07-22 01:38:42.851955,usb_connect,R&D_Repo,Tablet-03,Delhi
user_14,2025-07-27 06:32:42.851955,email_send,SharedDrive,Desktop-04,Kolkata
user_14,2025-07-25 12:33:42.851955,file_access,R&D_Repo,Laptop-01,Bangalore
user_14,2025-07-08 20:32:42.851955,file_access,FinanceDB,Workstation-05,Hyderabad
user_14,2025-07-28 07:46:42.851955,login,R&D_Repo,Laptop-01,Bangalore
user_14,2025-07-16 15:40:42.851955,email_send,HR_Files,Tablet-03,Delhi
user_14,2025-07-19 06:46:42.851955,file_access,Server2,Laptop-01,Delhi
user_14,2025-07-17 10:10:42.851955,usb_connect,HR_Files,Workstation-05,Chennai
user_14,2025-07-19 05:44:42.851955,usb_connect,SharedDrive,Laptop-01,Hyderabad
user_14,2025-07-31 20:49:42.851955,login,Server2,Mobile-02,Chennai
user_14,2025-07-29 22:42:42.851955,email_send,FinanceDB,Desktop-04,Hyderabad
user_14,2025-07-04 02:45:42.851955,file_access,FinanceDB,Desktop-04,Delhi
user_14,2025-07-27 17:23:42.851955,file_access,R&D_Repo,Laptop-01,Kolkata
user_14,2025-07-04 03:56:42.851955,login,Server2,Desktop-04,Kolkata
user_14,2025-07-06 15:49:42.851955,login,Server1,Desktop-04,Bangalore
user_14,2025-07-22 02:51:42.851955,file_access,Server2,Tablet-03,Chennai
user_14,2025-07-06 08:47:42.851955,login,SharedDrive,Tablet-03,Chennai
user_14,2025-07-26 16:35:42.851955,login,Server1,Workstation-05,Kolkata
user_14,2025-07-22 01:13:42.851955,usb_connect,HR_Files,Mobile-02,Delhi
user_14,2025-07-25 17:09:42.851955,email_send,FinanceDB,Tablet-03,Hyderabad
user_14,2025-07-21 17:01:42.851955,login,HR_Files,Tablet-03,Bangalore
user_14,2025-07-03 04:11:42.851955,email_send,Server1,Workstation-05,Chennai
user_14,2025-07-30 04:47:42.851955,email_send,Server1,Mobile-02,Delhi
user_14,2025-07-13 13:59:42.851955,login,Server1,Laptop-01,Chennai
user_14,2025-07-23 03:38:42.851955,email_send,Server1,Desktop-04,Delhi
user_14,2025-07-04 19:02:42.851955,login,Server2,Laptop-01,Chennai
user_14,2025-07-06 05:27:42.851955,login,R&D_Repo,Tablet-03,Hyderabad
user_14,2025-07-07 20:44:42.851955,email_send,HR_Files,Laptop-01,Hyderabad
user_14,2025-07-19 03:23:42.851955,file_access,R&D_Repo,Workstation-05,Bangalore
user_14,2025-07-14 01:12:42.851955,login,FinanceDB,Laptop-01,Delhi
user_14,2025-07-14 16:26:42.851955,login,R&D_Repo,Workstation-05,Kolkata
user_14,2025-07-25 14:18:42.851955,usb_connect,Server2,Desktop-04,Bangalore
user_14,2025-07-09 23:50:42.851955,usb_connect,Server1,Workstation-05,Chennai
user_14,2025-07-29 22:29:42.851955,usb_connect,HR_Files,Workstation-05,Bangalore
user_14,2025-07-24 05:17:42.851955,login,HR_Files,Laptop-01,Bangalore
user_14,2025-07-07 08:12:42.851955,file_access,SharedDrive,Desktop-04,Hyderabad
user_14,2025-07-02 00:38:42.851955,usb_connect,HR_Files,Workstation-05,Bangalore
user_14,2025-07-10 21:25:42.851955,login,Server1,Mobile-02,Hyderabad
user_14,2025-07-31 04:53:42.851955,file_access,Server2,Desktop-04,Chennai
user_14,2025-07-31 06:52:42.851955,email_send,FinanceDB,Mobile-02,Chennai
user_15,2025-07-19 20:16:42.851955,login,SharedDrive,Desktop-04,Chennai
user_15,2025-07-30 06:19:42.851955,file_access,SharedDrive,Mobile-02,Kolkata
user_15,2025-07-03 03:35:42.851955,file_access,Server1,Desktop-04,Chennai
user_15,2025-07-17 00:02:42.851955,usb_connect,SharedDrive,Mobile-02,Delhi
user_15,2025-07-15 02:11:42.851955,usb_connect,SharedDrive,Tablet-03,Delhi
user_15,2025-08-01 22:01:42.851955,email_send,HR_Files,Tablet-03,Kolkata
user_15,2025-07-05 20:11:42.851955,usb_connect,R&D_Repo,Tablet-03,Bangalore
user_15,2025-07-13 03:53:42.851955,usb_connect,SharedDrive,Mobile-02,Kolkata
user_15,2025-07-19 10:24:42.851955,login,SharedDrive,Workstation-05,Kolkata
user_15,2025-07-23 20:44:42.851955,email_send,SharedDrive,Mobile-02,Delhi
user_15,2025-07-23 19:28:42.851955,email_send,HR_Files,Workstation-05,Delhi
user_15,2025-07-26 08:08:42.851955,email_send,FinanceDB,Laptop-01,Kolkata
user_15,2025-07-11 14:45:42.851955,email_send,HR_Files,Tablet-03,Hyderabad
user_15,2025-07-04 12:08:42.851955,usb_connect,Server1,Workstation-05,Kolkata
user_15,2025-07-13 03:23:42.851955,login,R&D_Repo,Tablet-03,Kolkata
user_15,2025-07-17 23:21:42.851955,usb_connect,R&D_Repo,Mobile-02,Delhi
user_15,2025-07-24 08:05:42.851955,email_send,FinanceDB,Mobile-02,Hyderabad
user_15,2025-07-24 19:16:42.851955,usb_connect,Server1,Desktop-04,Chennai
user_15,2025-07-29 08:16:42.851955,login,R&D_Repo,Desktop-04,Hyderabad
user_15,2025-07-04 16:31:42.851955,email_send,HR_Files,Mobile-02,Hyderabad
user_15,2025-07-15 16:26:42.851955,email_send,FinanceDB,Desktop-04,Bangalore
user_15,2025-07-08 06:01:42.851955,email_send,HR_Files,Mobile-02,Delhi
user_15,2025-07-11 06:53:42.851955,login,FinanceDB,Desktop-04,Delhi
user_15,2025-07-14 17:05:42.851955,usb_connect,FinanceDB,Tablet-03,Bangalore
user_15,2025-07-19 03:01:42.851955,login,HR_Files,Desktop-04,Delhi
user_15,2025-07-06 14:20:42.851955,login,FinanceDB,Laptop-01,Kolkata
